Platform Type	Center	Platform	Level	Sample	Barcode	File Name
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1EN-11	TCGA-BH-A1EN-11A-23R-A13Q-07	unc.edu.c03683bd-2fe1-4ab2-9a16-796553be5467.1128269.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1EN-11	TCGA-BH-A1EN-11A-23R-A13Q-07	unc.edu.c03683bd-2fe1-4ab2-9a16-796553be5467.1128270.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1EN-11	TCGA-BH-A1EN-11A-23R-A13Q-07	unc.edu.c03683bd-2fe1-4ab2-9a16-796553be5467.1128294.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1EN-11	TCGA-BH-A1EN-11A-23R-A13Q-07	unc.edu.c03683bd-2fe1-4ab2-9a16-796553be5467.1128306.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1EN-11	TCGA-BH-A1EN-11A-23R-A13Q-07	unc.edu.c03683bd-2fe1-4ab2-9a16-796553be5467.1765698.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E2-A1LH-11	TCGA-E2-A1LH-11A-22R-A14D-07	unc.edu.c0c2059a-2931-4834-84a7-bfacf137c182.1116930.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E2-A1LH-11	TCGA-E2-A1LH-11A-22R-A14D-07	unc.edu.c0c2059a-2931-4834-84a7-bfacf137c182.1118984.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E2-A1LH-11	TCGA-E2-A1LH-11A-22R-A14D-07	unc.edu.c0c2059a-2931-4834-84a7-bfacf137c182.1118985.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E2-A1LH-11	TCGA-E2-A1LH-11A-22R-A14D-07	unc.edu.c0c2059a-2931-4834-84a7-bfacf137c182.1119027.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E2-A1LH-11	TCGA-E2-A1LH-11A-22R-A14D-07	unc.edu.c0c2059a-2931-4834-84a7-bfacf137c182.1119028.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E2-A1LH-11	TCGA-E2-A1LH-11A-22R-A14D-07	unc.edu.c0c2059a-2931-4834-84a7-bfacf137c182.1765227.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AC-A2FM-01	TCGA-AC-A2FM-01A-11R-A19W-07	unc.edu.c1280be2-b926-4632-975a-fe52bb04c65d.1879392.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AC-A2FM-01	TCGA-AC-A2FM-01A-11R-A19W-07	unc.edu.c1280be2-b926-4632-975a-fe52bb04c65d.1879855.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AC-A2FM-01	TCGA-AC-A2FM-01A-11R-A19W-07	unc.edu.c1280be2-b926-4632-975a-fe52bb04c65d.1879856.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AC-A2FM-01	TCGA-AC-A2FM-01A-11R-A19W-07	unc.edu.c1280be2-b926-4632-975a-fe52bb04c65d.1879870.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AC-A2FM-01	TCGA-AC-A2FM-01A-11R-A19W-07	unc.edu.c1280be2-b926-4632-975a-fe52bb04c65d.1879871.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AC-A2FM-01	TCGA-AC-A2FM-01A-11R-A19W-07	unc.edu.c1280be2-b926-4632-975a-fe52bb04c65d.1880291.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1FR-11	TCGA-BH-A1FR-11B-42R-A13Q-07	unc.edu.c2db17b1-c288-4f73-8e22-22929d846678.1167619.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1FR-11	TCGA-BH-A1FR-11B-42R-A13Q-07	unc.edu.c2db17b1-c288-4f73-8e22-22929d846678.1170106.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1FR-11	TCGA-BH-A1FR-11B-42R-A13Q-07	unc.edu.c2db17b1-c288-4f73-8e22-22929d846678.1170107.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1FR-11	TCGA-BH-A1FR-11B-42R-A13Q-07	unc.edu.c2db17b1-c288-4f73-8e22-22929d846678.1170145.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1FR-11	TCGA-BH-A1FR-11B-42R-A13Q-07	unc.edu.c2db17b1-c288-4f73-8e22-22929d846678.1170151.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1FR-11	TCGA-BH-A1FR-11B-42R-A13Q-07	unc.edu.c2db17b1-c288-4f73-8e22-22929d846678.1764810.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A18L-01	TCGA-BH-A18L-01A-32R-A12D-07	unc.edu.c3604281-d909-4819-a90e-a1081b1e9d7f.1127361.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A18L-01	TCGA-BH-A18L-01A-32R-A12D-07	unc.edu.c3604281-d909-4819-a90e-a1081b1e9d7f.1131916.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A18L-01	TCGA-BH-A18L-01A-32R-A12D-07	unc.edu.c3604281-d909-4819-a90e-a1081b1e9d7f.1131917.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A18L-01	TCGA-BH-A18L-01A-32R-A12D-07	unc.edu.c3604281-d909-4819-a90e-a1081b1e9d7f.1132237.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A18L-01	TCGA-BH-A18L-01A-32R-A12D-07	unc.edu.c3604281-d909-4819-a90e-a1081b1e9d7f.1132243.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A18L-01	TCGA-BH-A18L-01A-32R-A12D-07	unc.edu.c3604281-d909-4819-a90e-a1081b1e9d7f.1766484.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0DD-11	TCGA-BH-A0DD-11A-23R-A12P-07	unc.edu.c38c7c6d-7c7c-45ea-9fae-a889e6ce0df5.1126783.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0DD-11	TCGA-BH-A0DD-11A-23R-A12P-07	unc.edu.c38c7c6d-7c7c-45ea-9fae-a889e6ce0df5.1129384.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0DD-11	TCGA-BH-A0DD-11A-23R-A12P-07	unc.edu.c38c7c6d-7c7c-45ea-9fae-a889e6ce0df5.1129385.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0DD-11	TCGA-BH-A0DD-11A-23R-A12P-07	unc.edu.c38c7c6d-7c7c-45ea-9fae-a889e6ce0df5.1130676.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0DD-11	TCGA-BH-A0DD-11A-23R-A12P-07	unc.edu.c38c7c6d-7c7c-45ea-9fae-a889e6ce0df5.1130679.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0DD-11	TCGA-BH-A0DD-11A-23R-A12P-07	unc.edu.c38c7c6d-7c7c-45ea-9fae-a889e6ce0df5.1766058.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0DH-01	TCGA-BH-A0DH-01A-11R-A084-07	unc.edu.c643222a-e138-4b3c-a96d-02be24ccb0d0.1150370.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0DH-01	TCGA-BH-A0DH-01A-11R-A084-07	unc.edu.c643222a-e138-4b3c-a96d-02be24ccb0d0.1153293.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0DH-01	TCGA-BH-A0DH-01A-11R-A084-07	unc.edu.c643222a-e138-4b3c-a96d-02be24ccb0d0.1153294.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0DH-01	TCGA-BH-A0DH-01A-11R-A084-07	unc.edu.c643222a-e138-4b3c-a96d-02be24ccb0d0.1153336.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0DH-01	TCGA-BH-A0DH-01A-11R-A084-07	unc.edu.c643222a-e138-4b3c-a96d-02be24ccb0d0.1153337.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0DH-01	TCGA-BH-A0DH-01A-11R-A084-07	unc.edu.c643222a-e138-4b3c-a96d-02be24ccb0d0.1770269.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1F8-11	TCGA-BH-A1F8-11B-21R-A13Q-07	unc.edu.c6cc7496-98d2-4181-8517-fbd875fd5623.1166593.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1F8-11	TCGA-BH-A1F8-11B-21R-A13Q-07	unc.edu.c6cc7496-98d2-4181-8517-fbd875fd5623.1168878.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1F8-11	TCGA-BH-A1F8-11B-21R-A13Q-07	unc.edu.c6cc7496-98d2-4181-8517-fbd875fd5623.1168879.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1F8-11	TCGA-BH-A1F8-11B-21R-A13Q-07	unc.edu.c6cc7496-98d2-4181-8517-fbd875fd5623.1168962.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1F8-11	TCGA-BH-A1F8-11B-21R-A13Q-07	unc.edu.c6cc7496-98d2-4181-8517-fbd875fd5623.1168965.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1F8-11	TCGA-BH-A1F8-11B-21R-A13Q-07	unc.edu.c6cc7496-98d2-4181-8517-fbd875fd5623.1764868.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1FN-01	TCGA-BH-A1FN-01A-11R-A13Q-07	unc.edu.c870e04b-c3b7-495c-8465-7ef2a00fadc7.1167226.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1FN-01	TCGA-BH-A1FN-01A-11R-A13Q-07	unc.edu.c870e04b-c3b7-495c-8465-7ef2a00fadc7.1170328.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1FN-01	TCGA-BH-A1FN-01A-11R-A13Q-07	unc.edu.c870e04b-c3b7-495c-8465-7ef2a00fadc7.1170329.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1FN-01	TCGA-BH-A1FN-01A-11R-A13Q-07	unc.edu.c870e04b-c3b7-495c-8465-7ef2a00fadc7.1170377.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1FN-01	TCGA-BH-A1FN-01A-11R-A13Q-07	unc.edu.c870e04b-c3b7-495c-8465-7ef2a00fadc7.1170385.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1FN-01	TCGA-BH-A1FN-01A-11R-A13Q-07	unc.edu.c870e04b-c3b7-495c-8465-7ef2a00fadc7.1764820.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1F8-01	TCGA-BH-A1F8-01A-11R-A13Q-07	unc.edu.ca39657a-073d-4b89-a3da-900f7c9f1012.1115239.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1F8-01	TCGA-BH-A1F8-01A-11R-A13Q-07	unc.edu.ca39657a-073d-4b89-a3da-900f7c9f1012.1119022.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1F8-01	TCGA-BH-A1F8-01A-11R-A13Q-07	unc.edu.ca39657a-073d-4b89-a3da-900f7c9f1012.1119023.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1F8-01	TCGA-BH-A1F8-01A-11R-A13Q-07	unc.edu.ca39657a-073d-4b89-a3da-900f7c9f1012.1119062.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1F8-01	TCGA-BH-A1F8-01A-11R-A13Q-07	unc.edu.ca39657a-073d-4b89-a3da-900f7c9f1012.1119065.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1F8-01	TCGA-BH-A1F8-01A-11R-A13Q-07	unc.edu.ca39657a-073d-4b89-a3da-900f7c9f1012.1764522.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0BW-11	TCGA-BH-A0BW-11A-12R-A115-07	unc.edu.ca5076dc-0fb2-444f-b34f-305c8479cba3.1138278.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0BW-11	TCGA-BH-A0BW-11A-12R-A115-07	unc.edu.ca5076dc-0fb2-444f-b34f-305c8479cba3.1141007.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0BW-11	TCGA-BH-A0BW-11A-12R-A115-07	unc.edu.ca5076dc-0fb2-444f-b34f-305c8479cba3.1141008.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0BW-11	TCGA-BH-A0BW-11A-12R-A115-07	unc.edu.ca5076dc-0fb2-444f-b34f-305c8479cba3.1141805.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0BW-11	TCGA-BH-A0BW-11A-12R-A115-07	unc.edu.ca5076dc-0fb2-444f-b34f-305c8479cba3.1141813.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0BW-11	TCGA-BH-A0BW-11A-12R-A115-07	unc.edu.ca5076dc-0fb2-444f-b34f-305c8479cba3.1767689.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A7-A0DC-11	TCGA-A7-A0DC-11A-41R-A089-07	unc.edu.cb3f974e-6bce-4757-a350-aef8e7925086.1166837.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A7-A0DC-11	TCGA-A7-A0DC-11A-41R-A089-07	unc.edu.cb3f974e-6bce-4757-a350-aef8e7925086.1169860.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A7-A0DC-11	TCGA-A7-A0DC-11A-41R-A089-07	unc.edu.cb3f974e-6bce-4757-a350-aef8e7925086.1169861.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A7-A0DC-11	TCGA-A7-A0DC-11A-41R-A089-07	unc.edu.cb3f974e-6bce-4757-a350-aef8e7925086.1169993.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A7-A0DC-11	TCGA-A7-A0DC-11A-41R-A089-07	unc.edu.cb3f974e-6bce-4757-a350-aef8e7925086.1169994.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A7-A0DC-11	TCGA-A7-A0DC-11A-41R-A089-07	unc.edu.cb3f974e-6bce-4757-a350-aef8e7925086.1764472.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0AZ-01	TCGA-BH-A0AZ-01A-21R-A12P-07	unc.edu.cb9d4717-15a8-4499-ae3b-e047e5c2926a.1124239.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0AZ-01	TCGA-BH-A0AZ-01A-21R-A12P-07	unc.edu.cb9d4717-15a8-4499-ae3b-e047e5c2926a.1129247.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0AZ-01	TCGA-BH-A0AZ-01A-21R-A12P-07	unc.edu.cb9d4717-15a8-4499-ae3b-e047e5c2926a.1129248.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0AZ-01	TCGA-BH-A0AZ-01A-21R-A12P-07	unc.edu.cb9d4717-15a8-4499-ae3b-e047e5c2926a.1130633.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0AZ-01	TCGA-BH-A0AZ-01A-21R-A12P-07	unc.edu.cb9d4717-15a8-4499-ae3b-e047e5c2926a.1130636.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0AZ-01	TCGA-BH-A0AZ-01A-21R-A12P-07	unc.edu.cb9d4717-15a8-4499-ae3b-e047e5c2926a.1766056.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E9-A1N9-01	TCGA-E9-A1N9-01A-11R-A14D-07	unc.edu.cdada0b1-f90d-40bc-9257-6377987b7baa.1166818.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E9-A1N9-01	TCGA-E9-A1N9-01A-11R-A14D-07	unc.edu.cdada0b1-f90d-40bc-9257-6377987b7baa.1169483.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E9-A1N9-01	TCGA-E9-A1N9-01A-11R-A14D-07	unc.edu.cdada0b1-f90d-40bc-9257-6377987b7baa.1169484.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E9-A1N9-01	TCGA-E9-A1N9-01A-11R-A14D-07	unc.edu.cdada0b1-f90d-40bc-9257-6377987b7baa.1169659.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E9-A1N9-01	TCGA-E9-A1N9-01A-11R-A14D-07	unc.edu.cdada0b1-f90d-40bc-9257-6377987b7baa.1169663.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E9-A1N9-01	TCGA-E9-A1N9-01A-11R-A14D-07	unc.edu.cdada0b1-f90d-40bc-9257-6377987b7baa.1764467.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A18S-01	TCGA-BH-A18S-01A-11R-A12D-07	unc.edu.cf00b389-d06b-4dd5-9b18-737b06ab9bed.1131492.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A18S-01	TCGA-BH-A18S-01A-11R-A12D-07	unc.edu.cf00b389-d06b-4dd5-9b18-737b06ab9bed.1133984.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A18S-01	TCGA-BH-A18S-01A-11R-A12D-07	unc.edu.cf00b389-d06b-4dd5-9b18-737b06ab9bed.1133985.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A18S-01	TCGA-BH-A18S-01A-11R-A12D-07	unc.edu.cf00b389-d06b-4dd5-9b18-737b06ab9bed.1134010.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A18S-01	TCGA-BH-A18S-01A-11R-A12D-07	unc.edu.cf00b389-d06b-4dd5-9b18-737b06ab9bed.1134011.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A18S-01	TCGA-BH-A18S-01A-11R-A12D-07	unc.edu.cf00b389-d06b-4dd5-9b18-737b06ab9bed.1766883.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1EW-11	TCGA-BH-A1EW-11B-33R-A137-07	unc.edu.cf1027dc-9ba9-4e3c-80d9-4bb13021cc31.1130953.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1EW-11	TCGA-BH-A1EW-11B-33R-A137-07	unc.edu.cf1027dc-9ba9-4e3c-80d9-4bb13021cc31.1135275.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1EW-11	TCGA-BH-A1EW-11B-33R-A137-07	unc.edu.cf1027dc-9ba9-4e3c-80d9-4bb13021cc31.1135276.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1EW-11	TCGA-BH-A1EW-11B-33R-A137-07	unc.edu.cf1027dc-9ba9-4e3c-80d9-4bb13021cc31.1136828.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1EW-11	TCGA-BH-A1EW-11B-33R-A137-07	unc.edu.cf1027dc-9ba9-4e3c-80d9-4bb13021cc31.1136831.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1EW-11	TCGA-BH-A1EW-11B-33R-A137-07	unc.edu.cf1027dc-9ba9-4e3c-80d9-4bb13021cc31.1766101.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0HA-01	TCGA-BH-A0HA-01A-11R-A12P-07	unc.edu.cffc0fe5-533f-46f8-a54a-2e09c392767d.1121731.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E2-A1IG-01	TCGA-E2-A1IG-01A-11R-A144-07	unc.edu.d0705a73-e6d0-4282-82b1-76d44bda242f.1121621.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1F0-01	TCGA-BH-A1F0-01A-11R-A137-07	unc.edu.d31b476c-c047-4e5f-a0cb-eff1065f0121.1133764.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A18N-11	TCGA-BH-A18N-11A-43R-A12D-07	unc.edu.d40f0f2c-4acf-4ea6-b344-1eca23f50fa6.1134000.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0AU-01	TCGA-BH-A0AU-01A-11R-A12P-07	unc.edu.d448433c-3c4b-4371-b749-f96af8da2237.1130816.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0AY-11	TCGA-BH-A0AY-11A-23R-A089-07	unc.edu.d9c8ecc3-0e92-49e9-99e4-9976785c73a6.1170094.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-E9-A1RF-11	TCGA-E9-A1RF-11A-32R-A157-07	unc.edu.da13db3f-cde6-4e25-9596-009147aa3fa9.1165679.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1F2-01	TCGA-BH-A1F2-01A-31R-A13Q-07	unc.edu.dbba4276-4b85-4309-8f98-951313c3a3dc.1119221.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A18K-11	TCGA-BH-A18K-11A-13R-A12D-07	unc.edu.dc55c016-0e33-46b0-ac5e-f854c667a378.1130810.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0B8-01	TCGA-BH-A0B8-01A-21R-A056-07	unc.edu.de7eef02-1a8d-4a6a-9d87-e2b1430066e3.1151833.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1FU-11	TCGA-BH-A1FU-11A-23R-A14D-07	unc.edu.df661ba2-098b-49e0-884c-27cf2ecd87f2.1116515.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A1FD-11	TCGA-BH-A1FD-11B-21R-A13Q-07	unc.edu.e0ed3e93-0ead-4fc0-a82d-79807c7d5162.1135650.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0DD-01	TCGA-BH-A0DD-01A-31R-A12P-07	unc.edu.e15ff180-38d3-4614-88ee-3645afaab54b.1133793.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0DD-01	TCGA-BH-A0DD-01A-31R-A12P-07	unc.edu.e15ff180-38d3-4614-88ee-3645afaab54b.1133817.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0DD-01	TCGA-BH-A0DD-01A-31R-A12P-07	unc.edu.e15ff180-38d3-4614-88ee-3645afaab54b.1133820.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0DD-01	TCGA-BH-A0DD-01A-31R-A12P-07	unc.edu.e15ff180-38d3-4614-88ee-3645afaab54b.1766838.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0H5-01	TCGA-BH-A0H5-01A-21R-A115-07	unc.edu.e5378cd0-4045-4afe-8157-7187b3d294ef.1134127.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0H5-01	TCGA-BH-A0H5-01A-21R-A115-07	unc.edu.e5378cd0-4045-4afe-8157-7187b3d294ef.1138216.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-BH-A0H5-01	TCGA-BH-A0H5-01A-21R-A115-07	unc.edu.e5378cd0-4045-4afe-8157-7187b3d294ef.1138217.rsem.isoforms.results
