PlatformType	Center	Platform	Level	Sample	Barcode	FileName
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-5659-11	TCGA-A6-5659-11A-01R-1653-07	unc.edu.bdc32766-c722-43b9-946b-5204fd535f87.1804209.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-5659-11	TCGA-A6-5659-11A-01R-1653-07	unc.edu.bdc32766-c722-43b9-946b-5204fd535f87.1804210.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-5659-11	TCGA-A6-5659-11A-01R-1653-07	unc.edu.bdc32766-c722-43b9-946b-5204fd535f87.1804224.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-5659-11	TCGA-A6-5659-11A-01R-1653-07	unc.edu.bdc32766-c722-43b9-946b-5204fd535f87.1804225.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-5659-11	TCGA-A6-5659-11A-01R-1653-07	unc.edu.bdc32766-c722-43b9-946b-5204fd535f87.1804269.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AZ-6598-01	TCGA-AZ-6598-01A-11R-1774-07	unc.edu.be646d0d-d5a6-478b-a3eb-71142d84c884.1863899.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AZ-6598-01	TCGA-AZ-6598-01A-11R-1774-07	unc.edu.be646d0d-d5a6-478b-a3eb-71142d84c884.1864600.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AZ-6598-01	TCGA-AZ-6598-01A-11R-1774-07	unc.edu.be646d0d-d5a6-478b-a3eb-71142d84c884.1864601.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AZ-6598-01	TCGA-AZ-6598-01A-11R-1774-07	unc.edu.be646d0d-d5a6-478b-a3eb-71142d84c884.1864629.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AZ-6598-01	TCGA-AZ-6598-01A-11R-1774-07	unc.edu.be646d0d-d5a6-478b-a3eb-71142d84c884.1864630.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AZ-6598-01	TCGA-AZ-6598-01A-11R-1774-07	unc.edu.be646d0d-d5a6-478b-a3eb-71142d84c884.1864678.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AZ-6601-01	TCGA-AZ-6601-01A-11R-1774-07	unc.edu.bec43388-f9ec-4039-84ad-6d1a0f557922.1972232.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AZ-6601-01	TCGA-AZ-6601-01A-11R-1774-07	unc.edu.bec43388-f9ec-4039-84ad-6d1a0f557922.1972762.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AZ-6601-01	TCGA-AZ-6601-01A-11R-1774-07	unc.edu.bec43388-f9ec-4039-84ad-6d1a0f557922.1972763.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AZ-6601-01	TCGA-AZ-6601-01A-11R-1774-07	unc.edu.bec43388-f9ec-4039-84ad-6d1a0f557922.1972806.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AZ-6601-01	TCGA-AZ-6601-01A-11R-1774-07	unc.edu.bec43388-f9ec-4039-84ad-6d1a0f557922.1972809.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AZ-6601-01	TCGA-AZ-6601-01A-11R-1774-07	unc.edu.bec43388-f9ec-4039-84ad-6d1a0f557922.1972883.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3660-11	TCGA-AA-3660-11A-01R-1723-07	unc.edu.c0dfbc46-52e7-454f-8cca-ac933ed31789.1784575.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3660-11	TCGA-AA-3660-11A-01R-1723-07	unc.edu.c0dfbc46-52e7-454f-8cca-ac933ed31789.1784929.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3660-11	TCGA-AA-3660-11A-01R-1723-07	unc.edu.c0dfbc46-52e7-454f-8cca-ac933ed31789.1784930.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3660-11	TCGA-AA-3660-11A-01R-1723-07	unc.edu.c0dfbc46-52e7-454f-8cca-ac933ed31789.1784942.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3660-11	TCGA-AA-3660-11A-01R-1723-07	unc.edu.c0dfbc46-52e7-454f-8cca-ac933ed31789.1784943.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3660-11	TCGA-AA-3660-11A-01R-1723-07	unc.edu.c0dfbc46-52e7-454f-8cca-ac933ed31789.1785252.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3697-11	TCGA-AA-3697-11A-01R-1723-07	unc.edu.c1101cac-e120-44ea-aa0f-d70f7bf4f837.2217273.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3697-11	TCGA-AA-3697-11A-01R-1723-07	unc.edu.c1101cac-e120-44ea-aa0f-d70f7bf4f837.2217776.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3697-11	TCGA-AA-3697-11A-01R-1723-07	unc.edu.c1101cac-e120-44ea-aa0f-d70f7bf4f837.2217777.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3697-11	TCGA-AA-3697-11A-01R-1723-07	unc.edu.c1101cac-e120-44ea-aa0f-d70f7bf4f837.2217803.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3697-11	TCGA-AA-3697-11A-01R-1723-07	unc.edu.c1101cac-e120-44ea-aa0f-d70f7bf4f837.2217804.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3697-11	TCGA-AA-3697-11A-01R-1723-07	unc.edu.c1101cac-e120-44ea-aa0f-d70f7bf4f837.2217892.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-5662-11	TCGA-A6-5662-11A-01R-1653-07	unc.edu.c90eedc2-4b27-479c-b857-9a19267164dc.1804070.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-5662-11	TCGA-A6-5662-11A-01R-1653-07	unc.edu.c90eedc2-4b27-479c-b857-9a19267164dc.1804460.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-5662-11	TCGA-A6-5662-11A-01R-1653-07	unc.edu.c90eedc2-4b27-479c-b857-9a19267164dc.1804461.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-5662-11	TCGA-A6-5662-11A-01R-1653-07	unc.edu.c90eedc2-4b27-479c-b857-9a19267164dc.1804474.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-5662-11	TCGA-A6-5662-11A-01R-1653-07	unc.edu.c90eedc2-4b27-479c-b857-9a19267164dc.1804475.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-5662-11	TCGA-A6-5662-11A-01R-1653-07	unc.edu.c90eedc2-4b27-479c-b857-9a19267164dc.1804620.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-F4-6704-01	TCGA-F4-6704-01A-11R-1839-07	unc.edu.cada672a-6826-4fa4-8e96-73c11844bfee.1861977.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-F4-6704-01	TCGA-F4-6704-01A-11R-1839-07	unc.edu.cada672a-6826-4fa4-8e96-73c11844bfee.1862067.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-F4-6704-01	TCGA-F4-6704-01A-11R-1839-07	unc.edu.cada672a-6826-4fa4-8e96-73c11844bfee.1862068.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-F4-6704-01	TCGA-F4-6704-01A-11R-1839-07	unc.edu.cada672a-6826-4fa4-8e96-73c11844bfee.1862078.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-F4-6704-01	TCGA-F4-6704-01A-11R-1839-07	unc.edu.cada672a-6826-4fa4-8e96-73c11844bfee.1862081.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-F4-6704-01	TCGA-F4-6704-01A-11R-1839-07	unc.edu.cada672a-6826-4fa4-8e96-73c11844bfee.1862088.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-2685-01	TCGA-A6-2685-01A-01R-1410-07	unc.edu.e1921d3b-cb2c-4a65-8cd9-07268cc10903.1781385.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-2685-01	TCGA-A6-2685-01A-01R-1410-07	unc.edu.e1921d3b-cb2c-4a65-8cd9-07268cc10903.1782985.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-2685-01	TCGA-A6-2685-01A-01R-1410-07	unc.edu.e1921d3b-cb2c-4a65-8cd9-07268cc10903.1782986.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-2685-01	TCGA-A6-2685-01A-01R-1410-07	unc.edu.e1921d3b-cb2c-4a65-8cd9-07268cc10903.1783007.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-2685-01	TCGA-A6-2685-01A-01R-1410-07	unc.edu.e1921d3b-cb2c-4a65-8cd9-07268cc10903.1783010.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-A6-2685-01	TCGA-A6-2685-01A-01R-1410-07	unc.edu.e1921d3b-cb2c-4a65-8cd9-07268cc10903.1783591.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3496-01	TCGA-AA-3496-01A-21R-1839-07	unc.edu.e63057bc-ca98-4d72-8097-1c1fb2d19882.1867814.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3496-01	TCGA-AA-3496-01A-21R-1839-07	unc.edu.e63057bc-ca98-4d72-8097-1c1fb2d19882.1869437.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3496-01	TCGA-AA-3496-01A-21R-1839-07	unc.edu.e63057bc-ca98-4d72-8097-1c1fb2d19882.1869438.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3496-01	TCGA-AA-3496-01A-21R-1839-07	unc.edu.e63057bc-ca98-4d72-8097-1c1fb2d19882.1869464.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3496-01	TCGA-AA-3496-01A-21R-1839-07	unc.edu.e63057bc-ca98-4d72-8097-1c1fb2d19882.1869465.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3496-01	TCGA-AA-3496-01A-21R-1839-07	unc.edu.e63057bc-ca98-4d72-8097-1c1fb2d19882.1869558.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3511-11	TCGA-AA-3511-11A-01R-1839-07	unc.edu.ea57dbc8-b1d0-41ba-8f73-729ef0a4147b.1867340.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3511-11	TCGA-AA-3511-11A-01R-1839-07	unc.edu.ea57dbc8-b1d0-41ba-8f73-729ef0a4147b.1868636.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3511-11	TCGA-AA-3511-11A-01R-1839-07	unc.edu.ea57dbc8-b1d0-41ba-8f73-729ef0a4147b.1868637.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3511-11	TCGA-AA-3511-11A-01R-1839-07	unc.edu.ea57dbc8-b1d0-41ba-8f73-729ef0a4147b.1868653.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3511-11	TCGA-AA-3511-11A-01R-1839-07	unc.edu.ea57dbc8-b1d0-41ba-8f73-729ef0a4147b.1868658.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3511-11	TCGA-AA-3511-11A-01R-1839-07	unc.edu.ea57dbc8-b1d0-41ba-8f73-729ef0a4147b.1869038.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AZ-6600-01	TCGA-AZ-6600-01A-11R-1774-07	unc.edu.ee5a01f3-fd56-467d-bbbc-b1c3cd373138.1972339.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AZ-6600-01	TCGA-AZ-6600-01A-11R-1774-07	unc.edu.ee5a01f3-fd56-467d-bbbc-b1c3cd373138.1972928.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AZ-6600-01	TCGA-AZ-6600-01A-11R-1774-07	unc.edu.ee5a01f3-fd56-467d-bbbc-b1c3cd373138.1972929.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AZ-6600-01	TCGA-AZ-6600-01A-11R-1774-07	unc.edu.ee5a01f3-fd56-467d-bbbc-b1c3cd373138.1972947.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AZ-6600-01	TCGA-AZ-6600-01A-11R-1774-07	unc.edu.ee5a01f3-fd56-467d-bbbc-b1c3cd373138.1972948.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AZ-6600-01	TCGA-AZ-6600-01A-11R-1774-07	unc.edu.ee5a01f3-fd56-467d-bbbc-b1c3cd373138.1973056.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3697-01	TCGA-AA-3697-01A-01R-1723-07	unc.edu.ee650e88-f485-4dae-aa97-0775d9b0a7bf.1784055.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3697-01	TCGA-AA-3697-01A-01R-1723-07	unc.edu.ee650e88-f485-4dae-aa97-0775d9b0a7bf.1784544.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3697-01	TCGA-AA-3697-01A-01R-1723-07	unc.edu.ee650e88-f485-4dae-aa97-0775d9b0a7bf.1784545.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3697-01	TCGA-AA-3697-01A-01R-1723-07	unc.edu.ee650e88-f485-4dae-aa97-0775d9b0a7bf.1784555.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3697-01	TCGA-AA-3697-01A-01R-1723-07	unc.edu.ee650e88-f485-4dae-aa97-0775d9b0a7bf.1784558.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AA-3697-01	TCGA-AA-3697-01A-01R-1723-07	unc.edu.ee650e88-f485-4dae-aa97-0775d9b0a7bf.1785242.bt.exon_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AZ-6599-01	TCGA-AZ-6599-01A-11R-1774-07	unc.edu.fe4d5eca-9363-4fc5-8f9e-a28b32bb1bbf.1864006.junction_quantification.txt
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AZ-6599-01	TCGA-AZ-6599-01A-11R-1774-07	unc.edu.fe4d5eca-9363-4fc5-8f9e-a28b32bb1bbf.1864719.rsem.genes.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AZ-6599-01	TCGA-AZ-6599-01A-11R-1774-07	unc.edu.fe4d5eca-9363-4fc5-8f9e-a28b32bb1bbf.1864720.rsem.isoforms.results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AZ-6599-01	TCGA-AZ-6599-01A-11R-1774-07	unc.edu.fe4d5eca-9363-4fc5-8f9e-a28b32bb1bbf.1864736.rsem.isoforms.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AZ-6599-01	TCGA-AZ-6599-01A-11R-1774-07	unc.edu.fe4d5eca-9363-4fc5-8f9e-a28b32bb1bbf.1864739.rsem.genes.normalized_results
RNASeqV2	UNC	IlluminaHiSeq_RNASeqV2	3	TCGA-AZ-6599-01	TCGA-AZ-6599-01A-11R-1774-07	unc.edu.fe4d5eca-9363-4fc5-8f9e-a28b32bb1bbf.1864850.bt.exon_quantification.txt
